cell_token,level,center_lat,center_lng,id
68bdcf,10,-3.125312259939965,151.93455547440576,7547416149449768960
68bdf,8,-3.1486185873523866,151.51360370388622,7547452433333485568
68be7b,10,-3.4121307574739865,151.93455547440576,7547605265449746432
68be7d,10,-3.415093834713272,152.028239397457,7547607464473001984
68be7f,10,-3.3431503516459777,152.028239397457,7547609663496257536
68bec,7,-3.6094007605326155,152.45041537145286,7547681131752062976
68bf1,8,-4.040022711301763,152.26266269575248,7547769092682285056
68bf3,8,-4.05381955237759,152.63835242920857,7547804277054373888
68bf5,8,-4.348317849555475,152.63835242920857,7547839461426462720
68bf6c,9,-4.263628764382458,152.35651564596262,7547870247752040448
68bf73,10,-4.221434703184739,152.21575397296397,7547877944333434880
68bf75,10,-4.217801608057647,152.12197245387244,7547880143356690432
68bf8b,10,-4.422947475117864,151.74733769876823,7547904332612501504
6ed0a1,10,-11.69338008482872,160.38368147289384,7985059160699961344
6ed0a3,10,-11.686628220566906,160.2884527736253,7985061359723216896
6ed0a5,10,-11.599913494358166,160.2884527736253,7985063558746472448
6ed8b,8,-10.269317167760388,161.76224810156134,7987327453188063232
6ed8c4,9,-10.522144584771345,161.66733524116873,7987349443420618752
6ed8cb,10,-10.493005775354924,161.90456492495258,7987357140002013184
6ed8cd,10,-10.57935373994531,161.90456492495258,7987359339025268736
6ed8cf,10,-10.573744666118966,161.80969413598922,7987361538048524288
6edb,6,-12.142577917745243,161.192380529905,7987978364071706624
4ee36b,10,72.03896038417814,-39.92447966878653,5684504802415869952
4ef2b,8,69.32436004784964,-51.00431866715703,5688802793368846336
4ef2d,8,69.53723674905306,-51.815270240438565,5688837977740935168
4ef2f,8,69.81791552139356,-51.12908076496802,5688873162113024000
4ef34,7,69.99177179901581,-52.7196967472131,5688961123043246080
4ef38b,10,70.70823313754013,-52.16611730238439,5689043586415329280
4ef3b,8,70.3116175313105,-51.25967893235121,5689084268345556992
4ef5,6,70.88432101214677,-54.63435291026569,5689453704252489728
48c9,6,64.59258179634415,-12.19554170889206,5244723241049653248
48cb,6,66.06530572655376,-13.065480599178379,5245286191003074560
48cc4,7,65.49102285889995,-15.045223634836727,5245638034723962880
48cc9,8,66.0740831757313,-15.06524376267537,5245725995654184960
48ccb,8,66.43789894051838,-15.33341992071109,5245761180026273792
48cccc,9,66.46959767583117,-15.978053619993386,5245791966351851520
48ccd4,9,66.42881330426138,-16.362060861219632,5245800762444873728
48ccdc,9,66.24811943610382,-16.218410324326797,5245809558537895936
48cd1,8,65.91550257941837,-16.571292562853756,5245866733142540288
48cd39,10,66.19848604945537,-17.112228447178286,5245911813119279104
48cd3d,10,66.13005624494647,-16.847759546755356,5245916211165790208
48cd43,10,66.06504672921339,-17.417070280222326,5245922808235556864
48cd71,10,65.79609983875801,-17.192057559201885,5245973385770434560
48cd7c,9,65.71851160789313,-17.43567309067042,5245985480398340096
48cd9d,10,65.61667238195436,-17.044685198743903,5246021764282056704
48cdb,8,65.55494934790761,-16.28751533674736,5246042655002984448
48cdd,8,65.19409139662316,-16.01165178947181,5246077839375073280
48cf,6,64.32830176130169,-15.003278224358667,5246412090909917184
48d1,6,64.00384305520605,-17.81206167980998,5246975040863338496
48d24,7,65.16039116537422,-17.98422410160783,5247326884584226816
48d284,9,65.6739560482906,-17.80961186623605,5247401651374915584
48d28f,10,65.6843997281024,-18.1286342275617,5247413746002821120
48d297,10,65.86247279005487,-18.28515483162643,5247422542095843328
48d34,7,65.67373888151525,-20.113304451790086,5247608359560937472
48d44,7,64.76528733141801,-20.90255478103833,5247889834537648128
48d4c,7,65.45901151537052,-21.60940498641463,5248030572026003456
48d54,7,65.22758815487403,-23.093780873303142,5248171309514358784
48d5c,7,64.54351680607014,-22.348435482172437,5248312047002714112
48d60b,10,64.14339920132942,-22.0344693390956,5248394510374797312
48d60d,10,64.05757334125519,-21.946261028902203,5248396709398052864
48d61c,9,63.858483267841905,-22.25445063403813,5248413202072469504
48d659,10,63.821755921045096,-20.89948359428522,5248480272281763840
48d65b,10,63.795156844179346,-21.07456001716225,5248482471305019392
48d65d,10,63.88155419665357,-21.158876101363628,5248484670328274944
48d664,9,64.02459873759143,-21.19812538392523,5248492366909669376
48d674,9,64.14236804294409,-21.724450064749927,5248509959095713792
48d6c,7,64.0691906724587,-20.231963241126486,5248593521979424768
48d709,10,63.414315515791586,-20.3162616766887,5248673786328252416
48d70f,10,63.439746520418296,-20.14377792929048,5248680383398019072
48d73,8,63.59502868417184,-19.40497051443395,5248716667281735680
48d7c,7,63.167616993607396,-20.967360931647324,5248874996956135424
48dc,5,61.70924223932153,-17.492524825686587,5250071265607155712
33004,7,9.04599677690198,124.86241660110517,3675007664678502400
3300ad,10,9.941146298277108,124.64140277384969,3675127511445929984
33010b,10,9.31022421632184,125.52200122954908,3675230865538940928
330114,9,9.502807149442681,125.47819262724704,3675240761143590912
330137,10,9.761078803447289,125.52200122954908,3675279244050563072
330191,10,9.066394586654898,125.69699844328824,3675378200097062912
